"ind_index" "x" "y" "phenotype1_mat" "phenotype2_MTWetQ" "phenotype3_MTDQ" "phenotype4_PDM" "phenotype5_PwarmQ" "phenotype6_PWM" "env1_mat" "env2_MTWetQ" "env3_MTDQ" "env4_PDM" "env5_PwarmQ" "env6_PWM"
4278 0.713879 0.504375 -0.167242 -0.393248 0.167223 0.232506 0.151965 0.195951 -0.25097 -0.412939 0.0190455 0.3046 0.170665 0.159488
4279 0.611027 0.143959 0.178604 -0.328102 0.191697 0.440158 -0.0136414 0.42728 0.090663 -0.288886 0.174389 0.455784 0.00527868 0.501752
4292 0.452741 0.464231 0.199531 -0.361337 0.170674 0.0853994 -0.0604829 0.0198031 0.0858341 -0.318387 0.19747 0.147678 -0.0438017 0.010702
4315 0.457346 0.221244 0.784538 -0.324617 0.162385 -0.160152 -0.284135 -0.200458 0.740414 -0.162939 0.249884 -0.114737 -0.331272 -0.241392
4335 0.961842 0.498353 -0.110774 0.366928 -0.21083 -0.353465 0.217213 0.104592 -0.0777234 0.283485 -0.214747 -0.277743 0.2016 0.116418
4337 0.584805 0.25538 -0.130767 -0.391215 0.114193 0.387924 0.102019 0.449969 -0.232094 -0.370928 -0.00563602 0.402942 0.0134466 0.370185
4338 0.0295934 0.203861 -0.15159 -0.338711 0.0366459 -0.0632714 -0.426284 0.00903081 -0.161281 -0.32737 -0.0040554 0.0211015 -0.373341 -0.0487248
4341 0.234325 0.717496 0.343639 0.52534 -0.0710572 -0.0222812 0.246415 -0.0256308 0.29795 0.413035 -0.0057379 0.214605 0.279586 0.102656
4357 0.184626 0.566842 0.43792 0.460114 0.0998179 -0.313152 -0.289072 -0.369881 0.408908 0.459802 0.0714402 -0.359245 -0.233112 -0.323963
4364 0.920841 0.997796 0.0310871 0.443684 -0.58817 -0.521467 0.646568 0.352827 0.024362 0.410822 -0.559977 -0.467916 0.664358 0.350371
4366 0.881813 0.681552 -0.268298 0.261433 -0.302509 -0.286538 0.464447 0.19714 -0.18588 0.309872 -0.387559 -0.3709 0.493074 0.206848
4394 0.621639 0.434283 -0.421039 -0.412337 -0.109637 0.609752 0.126725 0.676185 -0.280623 -0.40084 -0.0109186 0.482951 0.166543 0.584323
4414 0.400221 0.944551 -0.234172 0.312563 -0.128925 0.0807747 0.173652 -0.026575 -0.271613 0.255765 -0.0199819 0.26561 0.234141 -0.0443133
4416 0.0567539 0.628421 0.172673 0.347507 -0.00618732 -0.419254 -0.286697 -0.382792 0.0823709 0.371461 -0.0838428 -0.440748 -0.289203 -0.392773
4432 0.310944 0.207531 0.688239 0.485427 0.180358 -0.626363 -0.622634 -0.623885 0.578727 0.504212 0.168744 -0.502095 -0.625981 -0.644039
4450 0.578611 0.538228 -0.155191 -0.473378 0.168171 0.400841 0.102243 0.216954 -0.09498 -0.369353 0.105756 0.319945 0.117462 0.295323
4465 0.690556 0.799496 -0.514451 0.204487 -0.403421 -0.163889 0.28813 0.0575116 -0.567563 0.181812 -0.474523 -0.117188 0.366713 0.0726493
4479 0.967312 0.586533 -0.110774 0.366928 -0.21083 -0.353465 0.217213 0.104592 -0.0649476 0.300722 -0.321429 -0.366441 0.353996 0.181583
4500 0.272486 0.554866 0.321043 0.474448 0.165565 -0.177605 -0.187381 -0.160361 0.415104 0.457317 0.0883735 -0.13708 -0.124204 -0.25271
4503 0.378216 0.368002 0.233554 -0.191045 -0.0547616 -0.160458 -0.279085 -0.386259 0.341492 -0.256561 0.0494999 -0.175196 -0.314189 -0.383664
4509 0.418147 0.0449639 0.349392 0.473683 0.0917085 -0.311251 -0.540421 -0.600375 0.180081 0.388933 -0.04092 -0.385971 -0.593534 -0.626501
4520 0.741854 0.430937 -0.150097 -0.640224 0.0700548 0.266395 0.10628 0.100816 0.05884 -0.360656 0.211059 0.108968 -0.0198031 0.0466645
4531 0.649356 0.798712 -0.456444 0.280233 -0.398689 -0.0316016 0.22725 -0.0914833 -0.571347 0.182369 -0.469422 0.0185479 0.304228 0.0168139
4533 0.886282 0.436517 -0.582723 0.140466 -0.368673 0.0344048 0.169739 0.0972886 -0.546775 0.115036 -0.483769 0.038743 0.18266 0.0589577
4537 0.971994 0.653226 0.0765137 0.418145 -0.627817 -0.482064 0.651886 0.223185 -0.0154187 0.326857 -0.559977 -0.440748 0.411944 0.171466
4553 0.684292 0.832077 -0.496999 0.250609 -0.455091 -0.353092 0.253962 0.0306814 -0.558855 0.186977 -0.470635 -0.123951 0.381398 0.0842266
4560 0.798329 0.29857 0.0333595 -0.255541 -0.105148 0.00572063 -0.109891 -0.10125 0.172884 -0.316873 -0.0507213 -0.0549749 -0.148977 -0.131302
4572 0.995956 0.723535 -0.023799 0.331285 -0.676075 -0.470865 0.476153 0.304628 0.0979341 0.426735 -0.587866 -0.507354 0.429812 0.254037
4579 0.299631 0.180138 0.0477656 0.509475 -0.0464888 -0.319008 -0.478125 -0.581416 0.0774028 0.267382 -0.0864142 -0.30491 -0.506559 -0.544154
4580 0.373245 0.166302 0.37997 0.381534 -0.0010873 -0.535439 -0.610993 -0.629602 0.320355 0.428406 0.0324803 -0.413581 -0.55565 -0.612963
4583 0.0159796 0.600944 0.148446 0.344367 -0.0129231 -0.360738 -0.345183 -0.463969 0.0376222 0.358344 -0.0932774 -0.495084 -0.352307 -0.44782
4586 0.702611 0.536776 -0.192128 -0.397538 0.0179717 0.201936 0.12111 0.0997667 0.0459007 -0.364983 0.213188 0.166588 0.0936993 0.0896013
4601 0.576411 0.667794 -0.283367 -0.549195 0.0695823 0.123247 0.150942 -0.160609 -0.322388 -0.421503 -0.0241988 0.15694 0.125929 -0.0511765
4607 0.439221 0.66893 -0.124059 -0.420625 0.0767137 0.334177 0.14628 0.170917 -0.333664 -0.407837 -0.0589613 0.26561 0.131485 0.0888943
4608 0.424025 0.12962 0.266044 0.29387 -0.156558 -0.289398 -0.588106 -0.572462 0.0883177 0.359115 -0.0901089 -0.311469 -0.511887 -0.56456
4616 0.0378944 0.0714035 0.163337 -0.212206 0.767262 0.243419 -0.419047 0.538474 0.353971 -0.196773 0.960957 0.157747 -0.405415 0.810807
4623 0.483931 0.423196 0.349772 -0.369474 0.3771 0.219014 0.0841816 0.41993 0.302827 -0.267895 0.32538 0.238443 0.00527868 0.171466
4627 0.797824 0.140036 -0.563585 -0.378611 -0.392719 0.619981 0.0032249 0.098196 -0.518324 -0.432364 -0.448264 0.532977 -0.00368826 0.0472566
4665 0.86291 0.678644 -0.268298 0.261433 -0.302509 -0.286538 0.464447 0.19714 -0.20309 0.299341 -0.305103 -0.345748 0.468796 0.173254
4669 0.857138 0.746829 -0.126968 0.240082 -0.134985 -0.329294 0.666627 0.301916 -0.0306611 0.349819 -0.16191 -0.440748 0.554189 0.240275
4681 0.219477 0.245697 0.407644 -0.25464 0.177813 -0.567342 -0.486936 -0.608064 0.461949 -0.218915 0.11262 -0.413581 -0.611731 -0.544154
4698 0.160838 0.946039 -0.0749207 -0.256102 0.0463864 0.535213 0.520781 0.221691 0.103923 -0.32737 0.215568 0.374281 0.362864 0.102656
4702 0.509157 0.528043 -0.373815 -0.364922 0.00866229 0.0638452 0.0989813 0.231921 -0.214322 -0.386845 0.0233975 0.26561 0.068382 0.157704
4718 0.584228 0.214809 -0.0433064 -0.349249 0.0520795 0.550982 0.0693701 0.531473 -0.0093522 -0.318026 0.126222 0.435739 0.00711713 0.469027
4727 0.608856 0.148177 0.178604 -0.328102 0.191697 0.440158 -0.0136414 0.42728 0.0348946 -0.302129 0.142638 0.444358 -0.000618951 0.449661
4728 0.347656 0.836659 -0.254163 -0.421077 -0.0255205 0.399627 0.299839 0.191088 -0.403362 -0.409551 -0.115335 0.455784 0.335865 0.232367
4739 0.460375 0.182726 0.349151 -0.207941 0.291795 -0.0817181 -0.257053 -0.228264 0.634751 -0.182511 0.195195 -0.146677 -0.379658 -0.30642
4751 0.493309 0.70724 -0.201075 -0.441838 0.0513442 0.122645 0.190585 -0.0519288 -0.345623 -0.418332 -0.0514248 0.235778 0.124474 0.0200847
4754 0.871407 0.708653 -0.00446808 0.301203 -0.408602 -0.387838 0.579964 0.251671 -0.0817198 0.337353 -0.189363 -0.413581 0.496082 0.185228
4767 0.574981 0.467301 -0.130767 -0.391215 0.114193 0.387924 0.102019 0.449969 -0.351521 -0.413119 -0.0573482 0.347113 0.113384 0.299819
4776 0.826209 0.54409 -0.599583 0.227742 -0.334467 0.167123 0.14802 0.00711031 -0.797771 0.113446 -0.614883 0.0754367 0.320795 0.0751324
4799 0.719819 0.937603 -0.103622 0.256468 -0.22613 -0.267424 0.534136 0.161005 -0.0154187 0.359796 -0.193377 -0.386413 0.497801 0.19094
4805 0.579969 0.902957 -0.340625 0.0840223 -0.293068 0.063724 0.298834 -0.0533761 -0.429835 0.220287 -0.386132 -0.000394576 0.250988 -0.0292169
4815 0.0588773 0.937806 0.0746425 0.406719 0.0274611 -0.20155 -0.0583345 -0.187603 0.289566 0.435312 0.037124 -0.250575 -0.0508131 -0.268915
4823 0.509935 0.865796 -0.118308 -0.30201 0.170011 0.0681236 -0.0239994 -0.0585043 -0.209054 -0.398512 0.0421342 0.127964 0.0791527 -0.139564
4838 0.448706 0.52966 0.1705 -0.236967 0.246031 0.261601 0.118586 0.0849037 0.036136 -0.333862 0.178721 0.186431 0.0193016 0.0751324
4848 0.193777 0.977414 0.0344038 -0.41471 0.266883 0.551112 0.487199 0.194878 0.0111017 -0.337866 0.153799 0.564454 0.496082 0.267799
4869 0.406635 0.115753 0.222141 0.380012 0.0556122 -0.460853 -0.496349 -0.74656 0.157927 0.379653 -0.0583382 -0.359739 -0.555767 -0.612963
4894 0.333767 0.281734 0.406505 0.414751 0.034619 -0.373919 -0.507412 -0.608912 0.289566 0.421318 0.0233975 -0.332078 -0.46449 -0.544154
4923 0.733872 0.0680946 -0.0903523 -0.39198 0.620436 0.479399 -0.015054 0.399061 -0.147445 -0.344153 0.737472 0.524785 -0.0459101 0.359744
4944 0.531154 0.269335 -0.00436151 -0.349105 0.151848 0.204275 -0.00961304 0.321021 -0.00426038 -0.322032 0.129592 0.238443 -0.0810727 0.180156
4946 0.407756 0.157608 0.509672 0.474369 0.121107 -0.477481 -0.588507 -0.583575 0.647592 0.529773 0.201842 -0.386413 -0.534605 -0.557915
4947 0.124848 0.311408 -0.0321764 -0.323688 -0.0539327 -0.270325 -0.375863 -0.448188 -0.214322 -0.358857 -0.257995 -0.169072 -0.331272 -0.337725
4952 0.206407 0.59546 0.184135 0.503818 0.0207085 -0.182911 -0.0532073 -0.132516 0.263046 0.407674 0.00280784 -0.139184 -0.063432 -0.200106
4961 0.542766 0.31121 0.400514 -0.306955 0.331315 0.329334 -0.0966529 0.323087 0.210005 -0.278391 0.263611 0.374281 0.0122902 0.432942
4968 0.0123934 0.877813 0.193452 0.476025 -0.148663 -0.406594 -0.163094 -0.39587 0.07932 0.374416 -0.0754756 -0.332078 -0.123366 -0.330145
4973 0.411998 0.534621 0.199531 -0.361337 0.170674 0.0853994 -0.0604829 0.0198031 0.0796075 -0.322318 0.201075 0.132289 -0.0278301 -0.00488933
4989 0.441648 0.423997 0.142041 -0.344399 0.170215 0.0422534 -0.0601439 -0.0773386 0.173383 -0.296133 0.252935 0.0754367 -0.106905 -0.0762486
4997 0.510807 0.648029 -0.274081 -0.428332 -0.01288 0.221058 0.229296 0.0665969 -0.378813 -0.422052 -0.0692976 0.238443 0.117195 0.0462157
4998 0.684159 0.0604094 0.129992 -0.267909 0.875185 0.492204 -0.0873044 0.469224 0.00172333 -0.304002 0.807815 0.526779 -0.0227672 0.452938
4999 0.20891 0.419617 0.406505 0.414751 0.034619 -0.373919 -0.507412 -0.608912 0.329347 0.431819 0.0508505 -0.413581 -0.408399 -0.475344
5007 0.970692 0.478555 -0.0674448 0.320604 -0.268874 -0.367394 0.191248 0.046465 -0.116231 0.269468 -0.220951 -0.272344 0.198814 0.127445
5013 0.89031 0.404802 -0.495706 0.22767 -0.34791 0.221616 0.144395 0.0230117 -0.483079 0.135865 -0.447365 0.0754367 0.138104 0.0427642
5023 0.314618 0.0579336 0.560041 -0.245659 -0.11493 -0.266961 -0.774913 -0.606529 0.546377 -0.204311 0.156318 -0.462433 -0.685963 -0.588217
5036 0.973353 0.256611 -0.519606 0.0372101 -0.355127 0.0832477 0.103093 0.11233 -0.489754 0.128704 -0.34358 0.0754367 0.0905998 0.0948636
5038 0.64414 0.00434978 0.118892 -0.386544 0.93919 0.453309 -0.0810203 0.382403 0.283436 -0.236303 0.960488 0.428616 -0.0771326 0.319458
5063 0.874204 0.939485 0.00460107 0.360431 -0.530996 -0.513394 0.692333 0.360015 0.0487499 0.403263 -0.531421 -0.467916 0.651462 0.350371
5065 0.46086 0.988568 -0.484948 0.206719 -0.381976 0.171678 0.272373 -0.0359474 -0.345061 0.234458 -0.339389 0.144751 0.249695 -0.0397237
5084 0.890289 0.480163 -0.582723 0.140466 -0.368673 0.0344048 0.169739 0.0972886 -0.585608 0.106449 -0.39526 -0.00606618 0.25068 0.102656
5088 0.19432 0.75112 0.341884 0.42948 -0.0528027 0.112213 0.222872 -0.00813154 0.28092 0.415538 -0.0040554 0.165201 0.23879 0.0200847
5092 0.459082 0.305802 0.405089 -0.0859163 0.178849 0.0863587 -0.200487 -0.0625384 0.51499 -0.211918 0.133209 0.0211015 -0.205066 -0.117534
5094 0.676517 0.744141 -0.4432 0.231196 -0.41906 0.0802502 0.238734 -0.0212566 -0.559088 0.190414 -0.457029 -0.00606618 0.285738 0.00632283
5109 0.201512 0.204577 0.291626 -0.40518 -0.0581979 -0.190642 -0.571945 -0.486819 0.215307 -0.264197 -0.0150379 -0.242035 -0.527993 -0.406927
5117 0.957312 0.0703605 -0.217923 0.00671911 0.429013 0.197913 -0.0988556 0.082742 -0.289309 0.0359366 0.470674 0.28573 -0.0291454 0.0258022
5124 0.747233 0.3177 -0.449267 -0.409255 -0.121478 0.529368 0.0921403 0.201342 -0.302297 -0.404053 -0.0356765 0.489189 0.0820238 0.278401
5144 0.538667 0.695756 -0.0895604 -0.444737 0.128253 0.129998 0.129722 -0.0590316 0.0409103 -0.356836 0.197671 0.146576 0.0356362 -0.0126889
5148 0.0156477 0.135651 -0.0470412 -0.245774 0.888841 0.295631 -0.399517 0.489963 -0.174541 -0.313376 0.668542 0.26561 -0.324261 0.281561
5161 0.922445 0.106149 -0.149489 0.0090852 0.474944 0.218839 -0.105804 0.127683 -0.124269 0.0895165 0.550433 0.219848 -0.0980552 -0.0538017
5164 0.363296 0.634818 0.0852738 -0.358147 0.263352 0.149811 -0.0141751 0.0116164 0.329347 -0.274892 0.359696 0.102604 -0.0157558 -0.0900105
5167 0.345991 0.241451 0.616135 0.501358 0.122181 -0.474644 -0.603892 -0.612068 0.660075 0.537114 0.209749 -0.499346 -0.579974 -0.615122
5171 0.945917 0.410443 -0.291362 0.070233 -0.184336 0.0172024 0.0848697 0.0486443 -0.466266 0.144933 -0.347217 -0.0604014 0.180566 0.116418
5174 0.259261 0.120292 0.244967 -0.501058 0.0194129 -0.276845 -0.512471 -0.58158 0.180515 -0.26518 -0.0266944 -0.250575 -0.548105 -0.475344
5175 0.0758218 0.926458 0.226134 0.375131 0.107517 -0.210695 -0.0212275 -0.340291 0.392731 0.466029 0.0890098 -0.244598 -0.0617508 -0.265888
5180 0.843293 0.012558 -0.247512 -0.40421 0.655439 0.398094 -0.00985669 0.080366 -0.215137 -0.370362 0.721257 0.354114 -0.120712 0.00986906
5183 0.927008 0.0503616 -0.315886 -0.0417671 0.576799 0.271823 -0.115344 -0.0665034 -0.264376 0.0414791 0.522764 0.347113 -0.0635517 -0.0130595
5188 0.201854 0.713474 0.362251 0.466529 -0.0963611 -0.14566 0.110698 -0.0343558 0.364576 0.43761 0.0247099 -0.00952685 0.177364 0.0210224
5192 0.306587 0.731868 -0.0257618 -0.416539 -0.0283937 0.530417 0.312991 0.462695 -0.267363 -0.37635 -0.0383716 0.564454 0.355853 0.446704
5212 0.282483 0.380461 0.422212 0.437433 0.0672184 -0.343535 -0.398242 -0.489396 0.288152 0.418055 0.0295286 -0.266563 -0.359573 -0.443584
5213 0.794894 0.997436 -0.100482 0.323335 -0.192159 -0.337367 0.620862 0.294729 0.090663 0.410822 -0.168773 -0.440748 0.650335 0.336609
5215 0.98406 0.589002 0.0378875 0.363684 -0.291366 -0.367046 0.31185 0.207628 -0.0154187 0.31986 -0.216816 -0.386413 0.34183 0.157704
5242 0.48195 0.769467 -0.118308 -0.30201 0.170011 0.0681236 -0.0239994 -0.0585043 0.0376222 -0.358857 0.201842 0.15694 -0.0227672 -0.021201
5254 0.509534 0.888176 -0.38626 0.251403 -0.184754 0.0581559 0.294101 -0.088627 -0.373445 0.228898 -0.0658245 0.129772 0.194589 -0.0900105
5255 0.856804 0.125761 0.138465 -0.321177 -0.0389496 0.026747 -0.226866 -0.101094 0.00276137 -0.338642 -0.155295 0.0975644 -0.182477 -0.169531
5260 0.681469 0.163464 0.015548 -0.430877 0.100417 0.537743 -0.00966542 0.520782 -0.227582 -0.365854 -0.0109186 0.564454 0.054359 0.501752
5263 0.970878 0.981176 0.0274445 0.367076 -0.581301 -0.512264 0.556737 0.345154 0.0641426 0.428315 -0.559977 -0.467916 0.573208 0.295323
5267 0.3149 0.585255 0.285652 -0.337767 0.179635 0.0948 -0.0480356 0.0334424 0.286953 -0.271911 0.323689 0.105281 0.0136719 -0.0453346
5277 0.14864 0.0318074 0.161298 -0.271414 0.639437 0.187682 -0.374729 0.300641 -0.00215847 -0.278391 0.757764 0.211275 -0.387364 0.350371
5296 0.522656 0.570808 0.00342662 -0.245142 0.159127 0.205798 0.103102 0.2181 -0.10824 -0.372851 0.0920299 0.26561 0.0824049 0.19899
5299 0.471275 0.337286 0.051756 -0.414613 0.0366322 0.147204 -0.0442946 -0.00946181 0.0508824 -0.316875 0.174389 0.0754367 -0.141962 -0.0487248
5306 0.587776 0.0974405 -0.0836095 -0.240338 -0.0181764 0.177296 -0.200954 -0.107722 -0.238974 -0.361986 -0.0235973 0.266248 -0.106658 0.0623402
5327 0.504891 0.199878 0.349151 -0.207941 0.291795 -0.0817181 -0.257053 -0.228264 0.110401 -0.296778 0.196576 0.0552171 -0.229525 -0.0967334
5330 0.559252 0.0221135 0.206613 -0.39426 0.0158808 0.233795 -0.220786 -0.184661 0.0723639 -0.294134 -0.114678 0.149445 -0.217217 -0.120256
5337 0.720498 0.588076 -0.676326 0.0866287 -0.470671 0.218813 0.260098 -0.103465 -0.666098 0.152797 -0.519279 0.24771 0.27889 -0.039336
5353 0.110685 0.0108061 0.163337 -0.212206 0.767262 0.243419 -0.419047 0.538474 -0.162215 -0.300894 0.668886 0.310116 -0.320632 0.592621
5360 0.384277 0.144336 0.267676 0.285432 -0.0455816 -0.31194 -0.544222 -0.628496 0.0508824 0.347849 -0.107004 -0.386413 -0.548628 -0.599201
5380 0.0122047 0.545064 0.217496 0.468182 -0.0144699 -0.498731 -0.4505 -0.539847 0.0805461 0.366171 -0.0710609 -0.522251 -0.424084 -0.483856
5381 0.129905 0.1281 -0.172158 -0.27059 0.686479 0.173352 -0.553754 0.0728579 -0.09498 -0.309878 0.730311 0.129772 -0.387364 0.0751324
5391 0.422865 0.673063 -0.124059 -0.420625 0.0767137 0.334177 0.14628 0.170917 0.0641426 -0.337866 0.201842 0.238443 0.054359 0.0613705
5426 0.253523 0.641181 0.124775 -0.26791 0.26728 0.435486 0.2502 0.2965 0.0508824 -0.309878 0.167525 0.428616 0.285738 0.350371
5433 0.331115 0.790268 -0.161239 -0.427327 0.026063 0.479783 0.331671 0.197053 -0.236879 -0.376213 -0.0121648 0.50659 0.317152 0.321059
5438 0.546556 0.88629 -0.412786 0.145371 -0.337522 0.117701 0.285604 -0.0446617 -0.466266 0.204408 -0.408986 0.0754367 0.243669 -0.0349629
5441 0.13278 0.923594 0.112409 0.3094 -0.0177911 -0.0595047 0.18742 -0.106941 0.0905007 0.36646 -0.079635 0.202367 0.260134 -0.0440439
5448 0.0220293 0.834657 0.141991 0.351726 -0.158574 -0.332556 -0.107123 -0.461851 0.125693 0.389831 -0.0452348 -0.359245 -0.144475 -0.342656
5453 0.0706264 0.908861 0.217269 0.339482 0.113926 -0.190425 -0.0936647 -0.279977 0.435429 0.480793 0.119483 -0.277743 -0.106905 -0.296439
5467 0.844911 0.563983 -0.68455 0.182691 -0.547029 -0.178965 0.27938 0.176881 -0.651909 0.162426 -0.532524 -0.0332338 0.34183 0.102656
5477 0.863718 0.394772 -0.377749 0.20743 -0.413994 0.137115 0.183457 -0.0514581 -0.532567 0.116945 -0.463892 0.129772 0.138497 0.0200847
5483 0.672447 0.787712 -0.540735 0.120848 -0.609589 -0.0757892 0.446401 0.146833 -0.441828 0.226163 -0.394753 -0.161383 0.271004 -0.00174976
5499 0.198213 0.379498 0.406505 0.414751 0.034619 -0.373919 -0.507412 -0.608912 0.365949 0.444969 0.0629316 -0.440748 -0.487494 -0.527093
5520 0.819464 0.0205066 -0.225154 -0.406392 0.590806 0.420022 -0.0273298 -0.0249236 -0.370917 -0.398907 0.63305 0.41128 -0.0782587 0.0839142
5524 0.661005 0.148551 0.015548 -0.430877 0.100417 0.537743 -0.00966542 0.520782 -0.187802 -0.355359 0.00967107 0.537286 0.0333246 0.48799
5529 0.540528 0.035927 0.115381 -0.167076 -0.106184 0.0722255 -0.251132 -0.111304 0.0654977 -0.298667 -0.119328 0.0754367 -0.261874 -0.189157
5542 0.580872 0.0435805 0.17509 -0.314202 -0.0349519 0.238814 -0.131572 -0.100439 0.00491152 -0.308012 -0.151387 0.22576 -0.151782 -0.0340498
5546 0.191 0.926589 0.0126034 -0.335722 0.11599 0.41922 0.518923 0.1628 -0.0135908 -0.340882 0.127292 0.661413 0.525095 0.283458
5558 0.00711641 0.985672 0.189586 0.308745 0.0720913 -0.267599 -0.156958 -0.398377 0.223265 0.41976 0.00280784 -0.317005 -0.127939 -0.337725
5560 0.514461 0.149212 0.686618 -0.354779 0.521444 0.257654 -0.175278 0.263268 0.46703 -0.212997 0.408252 0.0942253 -0.242286 -0.015928
5562 0.32604 0.963255 -0.161239 -0.427327 0.026063 0.479783 0.331671 0.197053 -0.266081 -0.386676 -0.0239815 0.427303 0.369198 0.157039
5566 0.0345018 0.600856 0.172673 0.347507 -0.00618732 -0.419254 -0.286697 -0.382792 0.0376222 0.358344 -0.100141 -0.495084 -0.331272 -0.420296
5569 0.93231 0.8993 0.00460107 0.360431 -0.530996 -0.513394 0.692333 0.360015 0.0336326 0.408717 -0.548316 -0.495084 0.605473 0.336609
5572 0.760376 0.765234 -0.420248 0.230633 -0.288121 -0.247969 0.410652 0.142659 -0.364697 0.250853 -0.366918 -0.260348 0.424919 0.119847
5589 0.607032 0.451219 -0.130767 -0.391215 0.114193 0.387924 0.102019 0.449969 -0.320404 -0.407837 -0.0315083 0.428616 0.145508 0.460466
5597 0.775479 0.487749 -0.572314 0.0894216 -0.321611 0.171476 0.234675 -0.102492 -0.470085 0.210754 -0.410264 0.314418 0.207185 -0.0363627
5601 0.506505 0.136224 0.436612 -0.165974 0.229681 0.0813399 -0.289701 -0.146761 0.497679 -0.208336 0.381104 0.0211015 -0.284501 -0.101342
5604 0.0209814 0.140235 -0.0453719 -0.257011 0.975648 0.216371 -0.261392 0.304643 -0.0794975 -0.29662 0.722463 0.237532 -0.355192 0.27254
5614 0.261957 0.631972 0.1219 -0.327218 0.220632 0.568513 0.33534 0.411211 0.0133779 -0.318067 0.138741 0.510119 0.305918 0.474228
5645 0.804191 0.875352 -0.0976621 0.363427 -0.121072 -0.435369 0.619606 0.362281 -0.00758346 0.36391 -0.187335 -0.440748 0.602051 0.291257
5657 0.301777 0.635043 0.0935356 -0.0079444 0.052982 0.406853 0.198441 0.319941 0.121289 -0.299432 0.213052 0.365483 0.197059 0.277301
5666 0.126719 0.96717 0.112409 0.3094 -0.0177911 -0.0595047 0.18742 -0.106941 0.0961205 0.373722 -0.0802131 0.157376 0.247569 -0.0347416
5703 0.584083 0.621552 -0.0898178 -0.484386 0.139377 0.158668 0.0486026 0.0825091 -0.2348 -0.406041 0.0286808 0.184107 0.110854 0.0468166
5708 0.134413 0.670394 0.412526 0.486584 0.0318704 -0.311104 -0.215762 -0.349139 0.422168 0.470298 0.0920299 -0.386413 -0.219089 -0.392773
5709 0.816051 0.494282 -0.629525 0.113547 -0.419672 0.126609 0.214919 -0.00308832 -0.426485 0.228898 -0.388397 0.129772 0.208612 -0.00743908
5717 0.72363 0.538711 -0.192128 -0.397538 0.0179717 0.201936 0.12111 0.0997667 -0.166399 -0.402653 -0.23468 0.168725 0.14061 -0.0702786
5720 0.380197 0.87199 -0.377558 -0.341151 -0.140144 0.400458 0.306328 0.170742 -0.467241 -0.423741 -0.148814 0.360946 0.3106 0.0959017
5726 0.625848 0.507414 -0.57802 -0.541141 -0.399992 0.290309 0.112769 0.197067 -0.501568 -0.448239 -0.144185 0.33737 0.176069 0.209095
5727 0.52867 0.657203 -0.254289 -0.344729 0.091708 0.142962 0.124846 0.0758261 -0.434486 -0.3971 -0.100499 0.213017 0.136432 0.0156718
5728 0.562042 0.963587 -0.446245 0.264569 -0.438189 0.0701865 0.277591 -0.0932783 -0.492786 0.20091 -0.429576 0.0482691 0.320795 0.0338467
5736 0.397317 0.405991 0.499393 -0.24564 0.139395 -0.0282971 -0.377032 -0.42494 0.304833 -0.270543 0.0306786 -0.0967944 -0.223512 -0.283258
5742 0.0422039 0.762919 -0.0555103 0.412392 -0.141998 -0.34365 -0.131659 -0.244162 0.0601324 0.367253 -0.0826644 -0.355137 -0.147914 -0.335644
5749 0.107693 0.380327 -0.0589878 0.283311 -0.30094 -0.424945 -0.371874 -0.402816 0.0241819 0.339158 -0.137898 -0.363968 -0.405914 -0.431556
5751 0.0544374 0.489047 0.217496 0.468182 -0.0144699 -0.498731 -0.4505 -0.539847 0.115045 0.377259 -0.0737943 -0.510508 -0.430383 -0.455634
5756 0.157485 0.495035 0.188852 0.473273 -0.0254591 -0.358105 -0.279646 -0.364542 0.321243 0.438292 0.0192033 -0.426158 -0.369056 -0.399144
5763 0.145879 0.706513 0.328695 0.520221 -0.00320363 -0.241283 -0.0916058 -0.223637 0.382388 0.454102 0.0645769 -0.240506 -0.0946962 -0.291339
5766 0.828472 0.251039 0.0495743 -0.264105 -0.113128 -0.0224468 -0.174098 -0.107364 0.235793 -0.300677 -0.0239436 -0.134737 -0.198412 -0.249356
5767 0.653624 0.588033 -0.167242 -0.393248 0.167223 0.232506 0.151965 0.195951 -0.0962128 -0.388229 0.127783 0.166416 0.129365 0.0751324
5772 0.362811 0.344086 0.406505 0.414751 0.034619 -0.373919 -0.507412 -0.608912 0.653153 0.534739 0.20472 -0.332078 -0.425362 -0.481855
5796 0.374144 0.0258913 0.263556 0.313679 -0.00322362 -0.443973 -0.647575 -0.593659 0.13887 0.373286 -0.0614634 -0.467916 -0.616187 -0.654249
5798 0.726352 0.823323 -0.509779 0.189025 -0.547209 -0.0663633 0.431564 0.0719014 -0.47534 0.213533 -0.426406 -0.24692 0.429904 0.128168
5806 0.545993 0.656993 -0.201075 -0.441838 0.0513442 0.122645 0.190585 -0.0519288 -0.147704 -0.388797 0.0775106 0.184107 0.0783265 0.0495275
5823 0.113922 0.979473 0.208085 0.463401 0.0221234 0.263499 0.187838 -0.106622 0.187453 0.401374 -0.0294544 0.0455026 0.171412 -0.118936
5828 0.752187 0.958011 0.0776849 0.397533 -0.140338 -0.336142 0.586929 0.281302 0.13138 0.407694 -0.134215 -0.386413 0.621794 0.294837
5829 0.875773 0.462021 -0.582723 0.140466 -0.368673 0.0344048 0.169739 0.0972886 -0.71821 0.0609681 -0.457029 0.0754367 0.243669 0.0888943
