gene	Gene.Ontology.IDs
LOC111127464	GO:0004553; GO:0005789; GO:0005975; GO:0031965; GO:0043568; GO:0048741; GO:0051897
LOC111125938	GO:0005634; GO:0007249; GO:0031665; GO:0032088; GO:0032720; GO:0034122; GO:0071222
LOC111125939	GO:0006869; GO:0008289; GO:0016020; GO:0016747
LOC111127131	GO:0005509; GO:0005743; GO:0055085
LOC111126502	GO:0004849; GO:0005524; GO:0016310; GO:0043771; GO:0044206; GO:0044211
LOC111126501	GO:0004129; GO:0005743; GO:0022900; GO:0033617; GO:1902600
LOC111126088	GO:0001540; GO:0005737; GO:0006457; GO:0016272; GO:0051082; GO:0051087; GO:0051131; GO:1905907; GO:1990062
LOC111124440	GO:0001616; GO:0004930; GO:0005886; GO:0007186; GO:0007283; GO:0007611; GO:0008154; GO:0008343; GO:0009725; GO:0009755; GO:0009986; GO:0010700; GO:0016520; GO:0017046; GO:0030252; GO:0032094; GO:0032099; GO:0032100; GO:0032354; GO:0032355; GO:0032691; GO:0032715; GO:0032720; GO:0032869; GO:0036321; GO:0040018; GO:0042562; GO:0042802; GO:0043005; GO:0043134; GO:0043568; GO:0045121; GO:0045923; GO:0045927; GO:0046676; GO:0046697; GO:0048009; GO:0050728; GO:0051963; GO:0051969; GO:0060123; GO:0060259; GO:0060416; GO:0071222; GO:0071548; GO:0090327; GO:0097060; GO:0097067; GO:0098685; GO:0098696; GO:0098794; GO:0098978; GO:0099170; GO:0099175; GO:0120058; GO:1902065; GO:1903672; GO:1904000; GO:1904349; GO:1905333; GO:1905564; GO:1990314; GO:2000110
LOC111127354	GO:0002181; GO:0003735; GO:0019843; GO:0022625; GO:0022626
LOC111127353	GO:0005654; GO:0005789; GO:0005794; GO:0006888; GO:0015031; GO:0030070; GO:0030134; GO:0060628; GO:0070971
LOC111127351	GO:0001764; GO:0003151; GO:0005509; GO:0005576; GO:0005886; GO:0007411; GO:0007427; GO:0007432; GO:0007502; GO:0007509; GO:0008078; GO:0008201; GO:0008347; GO:0008406; GO:0009986; GO:0010632; GO:0016199; GO:0016201; GO:0022409; GO:0030182; GO:0030335; GO:0030424; GO:0035050; GO:0035385; GO:0048495; GO:0048813; GO:0050929; GO:0071666; GO:2000274
LOC111127352	GO:0005634; GO:0005730; GO:0005829; GO:0006417; GO:0006448; GO:0018026; GO:0018064; GO:0042038; GO:0090069; GO:2000232
LOC111124441	
LOC111126946	GO:0005634; GO:0005730; GO:0005829; GO:0006417; GO:0006448; GO:0018026; GO:0018064; GO:0042038; GO:0090069; GO:2000232
LOC111123462	GO:0005654; GO:0005789; GO:0005794; GO:0006888; GO:0015031; GO:0030070; GO:0030134; GO:0060628; GO:0070971
LOC111123460	GO:0001764; GO:0003151; GO:0005509; GO:0005576; GO:0005886; GO:0007411; GO:0007427; GO:0007432; GO:0007502; GO:0007509; GO:0008078; GO:0008201; GO:0008347; GO:0008406; GO:0009986; GO:0010632; GO:0016199; GO:0016201; GO:0022409; GO:0030182; GO:0030335; GO:0030424; GO:0035050; GO:0035385; GO:0048495; GO:0048813; GO:0050929; GO:0071666; GO:2000274
LOC111123463	GO:0002181; GO:0003735; GO:0019843; GO:0022625; GO:0022626
LOC111124442	GO:0001616; GO:0004930; GO:0005886; GO:0007186; GO:0007283; GO:0007611; GO:0008154; GO:0008343; GO:0009725; GO:0009755; GO:0009986; GO:0010700; GO:0016520; GO:0017046; GO:0030252; GO:0032094; GO:0032099; GO:0032100; GO:0032354; GO:0032355; GO:0032691; GO:0032715; GO:0032720; GO:0032869; GO:0036321; GO:0040018; GO:0042562; GO:0042802; GO:0043005; GO:0043134; GO:0043568; GO:0045121; GO:0045923; GO:0045927; GO:0046676; GO:0046697; GO:0048009; GO:0050728; GO:0051963; GO:0051969; GO:0060123; GO:0060259; GO:0060416; GO:0071222; GO:0071548; GO:0090327; GO:0097060; GO:0097067; GO:0098685; GO:0098696; GO:0098794; GO:0098978; GO:0099170; GO:0099175; GO:0120058; GO:1902065; GO:1903672; GO:1904000; GO:1904349; GO:1905333; GO:1905564; GO:1990314; GO:2000110
LOC111126124	GO:0001540; GO:0005737; GO:0006457; GO:0016272; GO:0051082; GO:0051087; GO:0051131; GO:1905907; GO:1990062
LOC111127303	GO:0004129; GO:0005743; GO:0022900; GO:0033617; GO:1902600
LOC111123054	GO:0004849; GO:0005524; GO:0016310; GO:0043771; GO:0044206; GO:0044211
LOC111126701	GO:0005509; GO:0005743; GO:0055085
LOC111127409	GO:0006869; GO:0008289; GO:0016020; GO:0016747
LOC111123087	GO:0005634; GO:0007249; GO:0031665; GO:0032088; GO:0032720; GO:0034122; GO:0071222
LOC111127386	GO:0004553; GO:0005789; GO:0005975; GO:0031965; GO:0043568; GO:0048741; GO:0051897
LOC111123068	GO:0005737; GO:0006511; GO:0016020; GO:0046872; GO:0061630
LOC111123066	GO:0000183; GO:0000793; GO:0001650; GO:0003677; GO:0004386; GO:0005524; GO:0005634; GO:0005654; GO:0005677; GO:0005721; GO:0005730; GO:0006275; GO:0006281; GO:0006334; GO:0006338; GO:0006352; GO:0006355; GO:0006357; GO:0008094; GO:0008623; GO:0016479; GO:0016589; GO:0016590; GO:0016887; GO:0031062; GO:0031065; GO:0031213; GO:0031491; GO:0031507; GO:0035066; GO:0035861; GO:0044030; GO:0045740; GO:0045943; GO:0045944; GO:0045945; GO:0090535; GO:0090536; GO:0110016; GO:0140658; GO:0140751; GO:1905213; GO:1990830
LOC111125292	GO:0000209; GO:0000502; GO:0001541; GO:0003713; GO:0004842; GO:0005634; GO:0005829; GO:0006508; GO:0006511; GO:0007420; GO:0014068; GO:0030521; GO:0031398; GO:0032570; GO:0035037; GO:0035641; GO:0042220; GO:0042542; GO:0042752; GO:0045944; GO:0046872; GO:0048511; GO:0050804; GO:0050847; GO:0051865; GO:0060736; GO:0061002; GO:0061630; GO:0061743; GO:0070936; GO:0098978; GO:1905528; GO:1990416; GO:2000058
LOC111122712	GO:0000785; GO:0000977; GO:0000981; GO:0005634; GO:0006355; GO:0008270; GO:0016020
LOC111123555	GO:0005524; GO:0005634; GO:0005737; GO:0070062
LOC111126957	GO:0005249; GO:0005251; GO:0005267; GO:0005789; GO:0005886; GO:0006813; GO:0008076; GO:0014059; GO:0015271; GO:0019228; GO:0019233; GO:0019894; GO:0021633; GO:0021987; GO:0022038; GO:0030027; GO:0030424; GO:0030425; GO:0031258; GO:0032809; GO:0033010; GO:0034765; GO:0042734; GO:0043194; GO:0043204; GO:0043679; GO:0044224; GO:0044305; GO:0045188; GO:0045211; GO:0051260; GO:0071805; GO:0097623; GO:0098978; GO:0099508; GO:1905030
LOC111127130	GO:0005102; GO:0005576; GO:0009986; GO:0048856
LOC111122547	GO:0000977; GO:0001228; GO:0002053; GO:0005634; GO:0007224; GO:0010463; GO:0016251; GO:0030326; GO:0042472; GO:0042474; GO:0045880; GO:0045944; GO:0048701; GO:0048704; GO:0048844; GO:0051216; GO:0071837; GO:0072089; GO:1990837; GO:2000648
LOC111125053	GO:0000811; GO:0005343; GO:0005886; GO:0006811; GO:0006814; GO:0006821; GO:0006846; GO:0006848; GO:0006915; GO:0008028; GO:0015129; GO:0015552; GO:0015705; GO:0015706; GO:0015727; GO:0015730; GO:0016324; GO:0022803; GO:0034356; GO:0070062; GO:0140161; GO:2001142
LOC111125054	GO:0000811; GO:0005343; GO:0005886; GO:0006811; GO:0006814; GO:0006821; GO:0006846; GO:0006848; GO:0006915; GO:0008028; GO:0015129; GO:0015552; GO:0015705; GO:0015706; GO:0015727; GO:0015730; GO:0016324; GO:0022803; GO:0034356; GO:0070062; GO:0140161; GO:2001142
LOC111127542	GO:0003677; GO:0005634; GO:0005737; GO:0007283; GO:0030154; GO:0031047; GO:0034587; GO:0043046; GO:0043186; GO:0051321; GO:0060964; GO:0071547
LOC111126955	GO:0000785; GO:0000977; GO:0000981; GO:0005634; GO:0006357; GO:0060348; GO:1990837
LOC111126744	GO:0004843; GO:0005737; GO:0006511; GO:0016579; GO:0046872; GO:0048471; GO:0048511
LOC111124445	GO:0004748; GO:0005829; GO:0009263
LOC111124726	GO:0000978; GO:0000981; GO:0001228; GO:0002230; GO:0003677; GO:0005126; GO:0005634; GO:0005654; GO:0005829; GO:0006357; GO:0006952; GO:0007259; GO:0007298; GO:0007350; GO:0007379; GO:0007399; GO:0007424; GO:0007442; GO:0007455; GO:0007472; GO:0007526; GO:0007538; GO:0007616; GO:0008284; GO:0008348; GO:0017145; GO:0019100; GO:0019827; GO:0030713; GO:0030718; GO:0030720; GO:0031453; GO:0035167; GO:0042127; GO:0042246; GO:0042393; GO:0043697; GO:0048477; GO:0048542; GO:0071222; GO:0071481; GO:0098592; GO:2000737
LOC111124733	GO:0003723
LOC111124731	GO:0005739; GO:0006412; GO:0043023
LOC111124730	GO:0000159; GO:0003755; GO:0004721; GO:0005102; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0007052; GO:0008160; GO:0019888; GO:0032515; GO:0032516; GO:0034704; GO:0035307; GO:0035308; GO:0042803; GO:0043065; GO:0043666; GO:0051721; GO:1904949
LOC111124732	GO:0005737; GO:0016020; GO:0016787
LOC111123086	GO:0005737; GO:0016020; GO:0016787
LOC111125016	GO:0005634; GO:0005829; GO:0022008
LOC111125017	GO:0003677; GO:0005634; GO:0005667; GO:0005737; GO:0006355; GO:0007179; GO:0009880; GO:0030509; GO:0046872
LOC111125551	GO:0005737
LOC111125553	GO:0000814; GO:0005634; GO:0005764; GO:0005768; GO:0005829; GO:0016236; GO:0031902; GO:0032266; GO:0036258; GO:0043130; GO:0043328; GO:0070062; GO:0090148
LOC111123103	GO:0002931; GO:0003677; GO:0003954; GO:0005634; GO:0005737; GO:0005739; GO:0005743; GO:0005758; GO:0005829; GO:0006915; GO:0006919; GO:0009636; GO:0016174; GO:0016651; GO:0030182; GO:0030261; GO:0032981; GO:0033108; GO:0043065; GO:0043525; GO:0045041; GO:0046983; GO:0048471; GO:0051402; GO:0060545; GO:0070059; GO:0070301; GO:0071392; GO:0071732; GO:0071949; GO:0072572; GO:0090650; GO:1902065; GO:1902510; GO:1904045
LOC111122493	
LOC111125449	GO:0004100; GO:0005886; GO:0006031; GO:0006038; GO:0030428; GO:0061063; GO:0071944
LOC111125448	GO:0004100; GO:0005886; GO:0006031; GO:0006038; GO:0030428; GO:0061063; GO:0071944
LOC111125756	GO:0004100; GO:0005886; GO:0006031; GO:0006038; GO:0030428; GO:0061063; GO:0071944
LOC111126361	GO:0005634; GO:0005737; GO:0006729; GO:0008124
LOC111124498	GO:0000139; GO:0004864; GO:0005576; GO:0005794; GO:0006487; GO:0008375; GO:0016020; GO:0016757; GO:0018279; GO:0030144; GO:0030145; GO:0030335; GO:0043204; GO:1903614; GO:1904894
LOC111124715	GO:0001736; GO:0005737; GO:0005856; GO:0005929; GO:0007399; GO:0008589; GO:0009986; GO:0016192; GO:0060173; GO:0060271
LOC111124713	GO:0005509; GO:0005576; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0009617; GO:0030036; GO:0030054; GO:0032154; GO:0051301; GO:0062023; GO:0071711; GO:0090527
LOC111123633	
LOC111125494	GO:0004518; GO:0005634; GO:0005829; GO:0005886; GO:0034451; GO:0046872
LOC111127463	GO:0000139; GO:0006486; GO:0006629; GO:0047275
LOC111124501	GO:0004556; GO:0005975; GO:0046872
LOC111124502	
LOC111124500	GO:0000731; GO:0004748; GO:0005524; GO:0005635; GO:0005737; GO:0005739; GO:0005829; GO:0005971; GO:0006264; GO:0006281; GO:0009185; GO:0009263; GO:0009265; GO:0010971; GO:0017076; GO:0042802; GO:0042995; GO:0043025; GO:0051290; GO:0061731; GO:0070318; GO:0097718; GO:1900087
LOC111126414	GO:0000139; GO:0005384; GO:0005765; GO:0005794; GO:0006487; GO:0006874; GO:0010008; GO:0015085; GO:0031901; GO:0031902; GO:0032468; GO:0032472; GO:0032588; GO:0035751; GO:0043231; GO:0070588; GO:0071421
LOC111126129	GO:0003723; GO:0005634; GO:0005681; GO:0005829; GO:0006355; GO:0006397; GO:0007165; GO:0008380; GO:0016607; GO:0042113; GO:0043484; GO:0051018
LOC111125541	GO:0004814; GO:0005524; GO:0005829; GO:0006420; GO:0017101
LOC111126695	GO:0001822; GO:0001942; GO:0005509; GO:0005886; GO:0006897; GO:0009953; GO:0009954; GO:0009986; GO:0014069; GO:0016055; GO:0030279; GO:0030425; GO:0030971; GO:0031594; GO:0034185; GO:0042475; GO:0042733; GO:0042803; GO:0043025; GO:0044853; GO:0048699; GO:0048813; GO:0050731; GO:0050771; GO:0050808; GO:0051124; GO:0060173; GO:0071340; GO:0090090; GO:0097060; GO:0097104; GO:0097105; GO:0097110; GO:0150094; GO:1901631; GO:1904395
LOC111122742	GO:0005412; GO:0005886
LOC111124456	GO:0003676; GO:0003887; GO:0005737; GO:0008270; GO:0015074; GO:0019899; GO:0042575
LOC111123871	GO:0005222; GO:0005223; GO:0005886; GO:0007601; GO:0017071; GO:0030552; GO:0030553; GO:0044877; GO:0050896; GO:0098655
LOC111125307	GO:0001701; GO:0005770; GO:0005829; GO:0010976; GO:0016020; GO:0019887; GO:0019901; GO:0030165; GO:0032991; GO:0038180; GO:0048813; GO:1990090
LOC111126583	GO:0001656; GO:0001657; GO:0003148; GO:0003180; GO:0003184; GO:0003272; GO:0005886; GO:0007156; GO:0007411; GO:0007417; GO:0007420; GO:0008046; GO:0009986; GO:0016199; GO:0021891; GO:0030673; GO:0031290; GO:0032870; GO:0035481; GO:0035904; GO:0042802; GO:0050772; GO:0050925; GO:0051964; GO:0060412; GO:0061364; GO:0070062; GO:0098609
LOC111124464	GO:0000165; GO:0004722; GO:0005789; GO:0006470; GO:0007178; GO:0017018; GO:0030148; GO:0046872; GO:0070062
LOC111123114	GO:0003746; GO:0003924; GO:0005525; GO:0005739; GO:0070125
LOC111124465	GO:0003746; GO:0003924; GO:0005525; GO:0005739; GO:0070125
LOC111122974	GO:0002638; GO:0005769; GO:0007155; GO:0009897; GO:0019903; GO:0030100; GO:0030246; GO:0030888; GO:0032809; GO:0033691; GO:0042113; GO:0042609; GO:0050849; GO:0050859; GO:0055037
LOC111123027	GO:0002638; GO:0005769; GO:0007155; GO:0009897; GO:0019903; GO:0030100; GO:0030246; GO:0030888; GO:0032809; GO:0033691; GO:0042113; GO:0042609; GO:0050849; GO:0050859; GO:0055037
LOC111130199	GO:0005509; GO:0005576; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0009617; GO:0030036; GO:0030054; GO:0032154; GO:0051301; GO:0062023; GO:0071711; GO:0090527
LOC111128180	GO:0004100; GO:0005886; GO:0006031; GO:0006038; GO:0030428; GO:0061063; GO:0071944
LOC111130197	GO:0016020
LOC111128208	GO:0005509; GO:0007160; GO:0016020
LOC111131097	GO:0003677; GO:0005524; GO:0005634; GO:0005675; GO:0005737; GO:0005819; GO:0006283; GO:0006289; GO:0006366; GO:0006915; GO:0006979; GO:0007059; GO:0016887; GO:0035315; GO:0043139; GO:0046872; GO:0051539; GO:0070516; GO:0071817; GO:1901990
LOC111129153	GO:0001669; GO:0001673; GO:0005634; GO:0005737; GO:0005819; GO:0005879; GO:0007049; GO:0007283; GO:0007338; GO:0008017; GO:0030154; GO:0032092; GO:0045944
LOC111129151	GO:0005737; GO:0005739; GO:0005789; GO:0005886; GO:0008289; GO:0015918; GO:0032366; GO:0032541; GO:0032934; GO:0044233; GO:0071561; GO:0120011; GO:0120015; GO:0140268; GO:1990578; GO:1990816
LOC111129152	GO:0005654; GO:0005689; GO:0005829; GO:0006397; GO:0008380; GO:0046872
LOC111131165	GO:0005739; GO:0009083; GO:0015658; GO:0015803; GO:0031966; GO:0120161
LOC111131023	GO:0003723; GO:0003746; GO:0003924; GO:0005525; GO:0005739; GO:0005741; GO:0006414; GO:0016020; GO:0042645; GO:0045202; GO:0045471; GO:0070062; GO:0070125
LOC111129179	GO:0005737; GO:0008270
LOC111131566	GO:0000226; GO:0000977; GO:0001222; GO:0004407; GO:0004843; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005759; GO:0005789; GO:0005829; GO:0005886; GO:0006511; GO:0006515; GO:0010810; GO:0016570; GO:0016579; GO:0030036; GO:0031625; GO:0031966; GO:0034605; GO:0035520; GO:0035640; GO:0042405; GO:0042802; GO:0042826; GO:0043161; GO:0045104; GO:0051117; GO:0061578; GO:0070536; GO:0071108; GO:0071218; GO:1904294; GO:1904379; GO:1990380
LOC111128214	GO:0005509
LOC111128217	GO:0005509
LOC111131474	GO:0005509
LOC111131474	GO:0005509; GO:0005737; GO:0005856; GO:0031514
LOC111131476	GO:0005509
LOC111131477	GO:0005509
LOC111131477	GO:0005509
LOC111131475	GO:0005509
LOC111131480	GO:0005509
LOC111128223	GO:0000281; GO:0000331; GO:0001778; GO:0004112; GO:0005509; GO:0005615; GO:0005634; GO:0005737; GO:0006611; GO:0017024; GO:0019887; GO:0019900; GO:0019901; GO:0030234; GO:0031012; GO:0031013; GO:0031285; GO:0045861; GO:0048306; GO:0050839; GO:0051284; GO:0061122; GO:0072666; GO:0170005; GO:1903665
LOC111131478	GO:0005509
LOC111131473	GO:0005886; GO:0045747
LOC111131479	GO:0005509
LOC111131481	GO:0005509
LOC111131565	GO:0005892; GO:0007165; GO:0007268; GO:0007399; GO:0015464; GO:0016607; GO:0022848; GO:0034220; GO:0035095; GO:0042391; GO:0045202; GO:0045211; GO:0050877; GO:0051899; GO:0060084
LOC111130752	GO:0002052; GO:0005540; GO:0005615; GO:0007155; GO:0010001; GO:0030246; GO:0045202; GO:0072534
LOC111130753	GO:0005576; GO:0030246
LOC111128581	GO:0004674; GO:0005524; GO:0005634; GO:0005886; GO:0005938; GO:0006468; GO:0006897; GO:0007165; GO:0016055; GO:0018105; GO:0046777; GO:0090263; GO:0106310
LOC111128581	GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0006897; GO:0007165; GO:0016055; GO:0018105; GO:0036211; GO:0090263; GO:0106310
LOC111128581	GO:0004674; GO:0005524; GO:0005634; GO:0005829; GO:0005886; GO:0006468; GO:0006897; GO:0007165; GO:0016055; GO:0018105; GO:0046777; GO:0090263; GO:0106310
LOC111128581	GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0006897; GO:0007165; GO:0016055; GO:0018105; GO:0090263; GO:0106310
LOC111131041	GO:0005737; GO:0005813; GO:0005814; GO:0007098; GO:0010825; GO:0021987; GO:0022008; GO:0022027; GO:0030953; GO:0045724; GO:1903724; GO:1904951
LOC111128898	GO:0005524; GO:0005829; GO:0016226; GO:0046872; GO:0051536; GO:0051539; GO:0140663
LOC111128898	GO:0005524; GO:0005737; GO:0016226; GO:0046872; GO:0051539; GO:0140663
LOC111128896	GO:0003723; GO:0005694; GO:0005730; GO:0032040; GO:0042274
LOC111128897	GO:0000976; GO:0000977; GO:0000978; GO:0000981; GO:0001228; GO:0005634; GO:0005654; GO:0005783; GO:0005789; GO:0005829; GO:0006357; GO:0006986; GO:0016020; GO:0042802; GO:0042803; GO:0045944; GO:0046982; GO:1990440
LOC111128899	GO:0001671; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0016226; GO:0042802; GO:0044571; GO:0046872; GO:0051087; GO:0051259; GO:0060215; GO:0060319
LOC111128900	GO:0000398; GO:0000932; GO:0003723; GO:0005634; GO:0005688; GO:0005730; GO:0005732; GO:0005737; GO:0006402; GO:0008033; GO:0030490; GO:0046540; GO:0046982; GO:0071005; GO:0120115
LOC111128359	GO:0005634; GO:0005737; GO:0005739; GO:0006457; GO:0030424; GO:0030425; GO:0030544; GO:0042802; GO:0051087; GO:0070628; GO:0070852; GO:0090084
LOC111131515	GO:0000287; GO:0004449; GO:0005739; GO:0005962; GO:0006099; GO:0006102; GO:0006103; GO:0006734; GO:0043209; GO:0051287
LOC111131581	GO:0004672; GO:0004674; GO:0004707; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006468; GO:0007049; GO:0019901; GO:0032156; GO:0032991; GO:0035556; GO:0046982; GO:0060999; GO:0106310
LOC111130678	GO:0005783; GO:0014701; GO:0033017; GO:0071782; GO:0090158
LOC111130678	GO:0033017; GO:0071782; GO:0090158
LOC111128746	GO:0005829; GO:0005874; GO:0034451
LOC111128748	GO:0005737; GO:0005794; GO:0005829; GO:0006011; GO:0006012; GO:0006258; GO:0008108; GO:0008270; GO:0019388; GO:0033499
LOC111131063	GO:0004029; GO:0004043; GO:0005634; GO:0005739; GO:0005829; GO:0008802; GO:0019285; GO:0042802; GO:0043878
LOC111129343	GO:0000146; GO:0005516; GO:0005524; GO:0005737; GO:0006936; GO:0016460; GO:0030016; GO:0032982; GO:0051015
LOC111129038	GO:0005509; GO:0005576; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0009617; GO:0030036; GO:0030054; GO:0032154; GO:0051301; GO:0062023; GO:0071711; GO:0090527
LOC111129035	GO:0004100; GO:0005886; GO:0009792
LOC111129033	GO:0004100; GO:0005886; GO:0009792
LOC111129157	GO:0005201; GO:0005509; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0007601; GO:0009617; GO:0030036; GO:0032154; GO:0051301; GO:0062023; GO:0070062; GO:0071711
LOC111129155	GO:0006811; GO:0006915; GO:0016020; GO:0022857
LOC111129156	GO:0006811; GO:0009925; GO:0015732; GO:0016323; GO:0022857
LOC111129158	GO:0003014; GO:0004197; GO:0005576; GO:0005737; GO:0005764; GO:0005770; GO:0006508; GO:0006624; GO:0007613; GO:0008233; GO:0008284; GO:0008306; GO:0010447; GO:0010629; GO:0019886; GO:0032801; GO:0035729; GO:0036021; GO:0040015; GO:0042359; GO:0043202; GO:0043524; GO:0045177; GO:0045931; GO:0048156; GO:0048471; GO:0051603; GO:0070062; GO:0071277; GO:0090026; GO:0097061; GO:0097202; GO:0097264; GO:1900273; GO:1901185; GO:1904646; GO:2001028
LOC111128282	GO:0000139; GO:0004559; GO:0004572; GO:0006013; GO:0006486; GO:0006491; GO:0006517; GO:0015923; GO:0016799; GO:0030246; GO:0046872
LOC111130076	GO:0005635; GO:0007084; GO:0031965
LOC111130582	GO:0004693; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0006468; GO:0035869; GO:0043231; GO:0106310; GO:1902017
LOC111130581	GO:0004674; GO:0005524; GO:0005737; GO:0006468; GO:0008349; GO:0009411; GO:0017124; GO:0034612; GO:0035556; GO:0106310
LOC111130961	GO:0005102; GO:0005615; GO:0030198; GO:0030424; GO:0033563; GO:0045202; GO:0050808
LOC111130062	GO:0005829; GO:0005886; GO:0007155; GO:0035641
LOC111129277	GO:0000146; GO:0000281; GO:0001701; GO:0001725; GO:0001764; GO:0001778; GO:0003279; GO:0005516; GO:0005524; GO:0005737; GO:0005819; GO:0005829; GO:0005844; GO:0005903; GO:0005938; GO:0006887; GO:0006930; GO:0007097; GO:0007155; GO:0007409; GO:0007411; GO:0007420; GO:0007507; GO:0007512; GO:0008283; GO:0008360; GO:0009898; GO:0016459; GO:0016460; GO:0016528; GO:0021592; GO:0021670; GO:0021678; GO:0021680; GO:0030027; GO:0030036; GO:0030048; GO:0030239; GO:0030424; GO:0030426; GO:0030496; GO:0031032; GO:0031175; GO:0031594; GO:0032154; GO:0032982; GO:0035613; GO:0035904; GO:0042641; GO:0042802; GO:0043005; GO:0043025; GO:0043197; GO:0043531; GO:0048027; GO:0050714; GO:0050885; GO:0051015; GO:0051017; GO:0055003; GO:0055015; GO:0060038; GO:0060041; GO:0060976; GO:0070650; GO:0097513; GO:0098871; GO:0098974; GO:0098978; GO:1905274
LOC111130726	GO:0004029; GO:0004043; GO:0005634; GO:0005739; GO:0005829; GO:0008802; GO:0019285; GO:0042802; GO:0043878
LOC111129947	GO:0000724; GO:0003677; GO:0005634; GO:0005813; GO:0006289; GO:0006302; GO:0006355; GO:0030141; GO:0032991; GO:0033593; GO:0033600; GO:0043015; GO:0045893; GO:0051298
LOC111129084	GO:0000122; GO:0003682; GO:0003714; GO:0005634; GO:0005654; GO:0005667; GO:0016055; GO:0045892; GO:0090090; GO:0140297; GO:1990830; GO:1990907
LOC111130065	GO:0000184; GO:0005634; GO:0005697; GO:0005737; GO:0031625; GO:0032204; GO:0035303; GO:0042162; GO:0042826; GO:0051721; GO:0070034
LOC111130064	GO:0007399; GO:0016020; GO:0030154; GO:0030215
LOC111128020	GO:0005654; GO:0005737
LOC111128675	GO:0000932; GO:0005829; GO:0022008
LOC111128327	GO:0004420; GO:0005778; GO:0005783; GO:0005789; GO:0006695; GO:0008299; GO:0008542; GO:0015936; GO:0016126; GO:0042177; GO:0043407; GO:0050709; GO:0070402; GO:0120225; GO:1900222
LOC111130289	GO:0005879; GO:0031514; GO:0060271
LOC111131555	GO:0000146; GO:0005096; GO:0005524; GO:0005737; GO:0016020; GO:0016459; GO:0034329; GO:0035556; GO:0043547; GO:0044295; GO:0045198; GO:0046872; GO:0051015; GO:0098685; GO:0098794; GO:0098978; GO:0099084; GO:0150011
LOC111129502	GO:0005654; GO:0005737; GO:0043027; GO:0043065
LOC111128328	GO:0005737; GO:0005829; GO:0007088; GO:0010824; GO:0016567; GO:0019005; GO:0019901; GO:0031146; GO:0043161; GO:0080008
LOC111128920	GO:0004888; GO:0005262; GO:0005886; GO:0005892; GO:0007165; GO:0007204; GO:0007268; GO:0007271; GO:0010996; GO:0022848; GO:0030424; GO:0034220; GO:0042391; GO:0042472; GO:0043204; GO:0045202; GO:0050877; GO:0050910; GO:0051899; GO:0060079; GO:0070373; GO:0098655; GO:0098981; GO:0099565; GO:0099634; GO:1904315
LOC111130535	GO:0001561; GO:0001676; GO:0004467; GO:0005324; GO:0005524; GO:0005778; GO:0005783; GO:0005788; GO:0005789; GO:0005829; GO:0005886; GO:0006635; GO:0006699; GO:0015245; GO:0019899; GO:0031957; GO:0035579; GO:0042760; GO:0044539; GO:0046949; GO:0047676; GO:0047747; GO:0050197; GO:0070062; GO:0070251; GO:0097089; GO:1901480
LOC111129004	GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0005819; GO:0005856; GO:0005886; GO:0005938; GO:0007015; GO:0007163; GO:0007264; GO:0008360; GO:0009524; GO:0009734; GO:0009738; GO:0019901; GO:0030865; GO:0031410; GO:0032956; GO:0042995
LOC111130660	GO:0004864; GO:0019902
LOC111130564	GO:0001650; GO:0003682; GO:0005654; GO:0005829; GO:0006469; GO:0008023; GO:0045893; GO:0070577
LOC111128984	GO:0000272; GO:0004099; GO:0005615; GO:0006032; GO:0008061; GO:0008270
LOC111128983	GO:0004888; GO:0005537; GO:0005886; GO:0006898; GO:0009986; GO:0010008; GO:0038023; GO:0038024; GO:0071222; GO:0071346; GO:0071353
LOC111128985	GO:0001649; GO:0005518; GO:0005925; GO:0006897; GO:0016020; GO:0030246; GO:0030574; GO:0038023
LOC111128982	GO:0001618; GO:0004888; GO:0005537; GO:0005886; GO:0006898; GO:0009986; GO:0010008; GO:0038023; GO:0038024; GO:0071222; GO:0071346; GO:0071353
LOC111130275	GO:0000151; GO:0005654; GO:0005829; GO:0006511; GO:0016567; GO:0031462; GO:0043161; GO:0140627; GO:1990756
LOC111130883	GO:0004553; GO:0005975; GO:0016020
LOC111130599	GO:0008270; GO:0016567; GO:0061630
LOC111128676	GO:0005737; GO:0007528; GO:0016567; GO:0045202; GO:0046872; GO:0061630
LOC111131136	GO:0001671; GO:0005783; GO:0005829; GO:0006457; GO:0032781; GO:0045296; GO:0051087; GO:0051879; GO:0070062
LOC111131173	GO:0016020
